mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__gb1__subsample,param_model__gb1__n_estimators,param_model__gb1__min_samples_split,param_model__gb1__min_samples_leaf,param_model__gb1__max_depth,param_model__gb1__learning_rate,param_model__dt1__min_samples_split,param_model__dt1__min_samples_leaf,param_model__dt1__max_features,param_model__dt1__max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.674783070882162,0.13082798388622557,0.5239006678263346,0.007412404208088963,0.8333333333333334,13,8,2,2,0.35000000000000003,5,4,sqrt,3,"{'model__gb1__subsample': 0.8333333333333334, 'model__gb1__n_estimators': 13, 'model__gb1__min_samples_split': 8, 'model__gb1__min_samples_leaf': 2, 'model__gb1__max_depth': 2, 'model__gb1__learning_rate': 0.35000000000000003, 'model__dt1__min_samples_split': 5, 'model__dt1__min_samples_leaf': 4, 'model__dt1__max_features': 'sqrt', 'model__dt1__max_depth': 3}",0.7698651247863151,0.7731401416731007,0.7866794814461862,0.7765615826352006,0.007278293809412071,193
30.056134462356567,1.0701930852390025,0.4528481960296631,0.01586254625878287,1.0,36,1,1,2,0.4,1,3,sqrt,7,"{'model__gb1__subsample': 1.0, 'model__gb1__n_estimators': 36, 'model__gb1__min_samples_split': 1, 'model__gb1__min_samples_leaf': 1, 'model__gb1__max_depth': 2, 'model__gb1__learning_rate': 0.4, 'model__dt1__min_samples_split': 1, 'model__dt1__min_samples_leaf': 3, 'model__dt1__max_features': 'sqrt', 'model__dt1__max_depth': 7}",0.8271629919431166,0.8032769983837793,0.8341481105025236,0.8215293669431398,0.013217657100567968,128
40.53790235519409,2.3514736561924274,0.4527500470479329,0.016703670677830816,0.9444444444444444,27,8,3,5,0.1,5,5,log2,5,"{'model__gb1__subsample': 0.9444444444444444, 'model__gb1__n_estimators': 27, 'model__gb1__min_samples_split': 8, 'model__gb1__min_samples_leaf': 3, 'model__gb1__max_depth': 5, 'model__gb1__learning_rate': 0.1, 'model__dt1__min_samples_split': 5, 'model__dt1__min_samples_leaf': 5, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 5}",0.8249030054383657,0.8092864574194689,0.8242901723134048,0.8194932117237466,0.007221600292671925,135
16.491173028945923,0.32208647905228155,0.44306127230326336,0.03631980846676225,0.9722222222222222,24,6,5,2,0.15000000000000002,2,7,log2,2,"{'model__gb1__subsample': 0.9722222222222222, 'model__gb1__n_estimators': 24, 'model__gb1__min_samples_split': 6, 'model__gb1__min_samples_leaf': 5, 'model__gb1__max_depth': 2, 'model__gb1__learning_rate': 0.15000000000000002, 'model__dt1__min_samples_split': 2, 'model__dt1__min_samples_leaf': 7, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 2}",0.7713351091096456,0.7608588668448044,0.7733980915416037,0.7685306891653513,0.005489785509906691,201
17.45601725578308,0.33211781872654544,0.429714838663737,0.013366497533205844,0.7777777777777778,11,7,3,6,0.2,1,5,sqrt,7,"{'model__gb1__subsample': 0.7777777777777778, 'model__gb1__n_estimators': 11, 'model__gb1__min_samples_split': 7, 'model__gb1__min_samples_leaf': 3, 'model__gb1__max_depth': 6, 'model__gb1__learning_rate': 0.2, 'model__dt1__min_samples_split': 1, 'model__dt1__min_samples_leaf': 5, 'model__dt1__max_features': 'sqrt', 'model__dt1__max_depth': 7}",0.8183590500938933,0.8215354602649176,0.8277519074595017,0.8225488059394376,0.003900990854019606,126
54.29024394353231,0.8382040438710684,0.4526517391204834,0.010786138006035178,0.8888888888888888,26,1,3,8,0.35000000000000003,2,10,log2,7,"{'model__gb1__subsample': 0.8888888888888888, 'model__gb1__n_estimators': 26, 'model__gb1__min_samples_split': 1, 'model__gb1__min_samples_leaf': 3, 'model__gb1__max_depth': 8, 'model__gb1__learning_rate': 0.35000000000000003, 'model__dt1__min_samples_split': 2, 'model__dt1__min_samples_leaf': 10, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 7}",0.8571876844259212,0.8577134152101562,0.8589154335740896,0.857938844403389,0.0007231380783872334,19
14.466114441553751,0.22018527254067252,0.4419749577840169,0.01991482151133493,0.9722222222222222,38,4,5,1,0.5,2,5,log2,1,"{'model__gb1__subsample': 0.9722222222222222, 'model__gb1__n_estimators': 38, 'model__gb1__min_samples_split': 4, 'model__gb1__min_samples_leaf': 5, 'model__gb1__max_depth': 1, 'model__gb1__learning_rate': 0.5, 'model__dt1__min_samples_split': 2, 'model__dt1__min_samples_leaf': 5, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 1}",0.7719156461511493,0.7680842654919304,0.7752777085481974,0.7717592067304256,0.0029387934848852815,200
6.2549653848012285,0.18660438787705133,0.4198315143585205,0.018944023046775043,0.9444444444444444,6,4,1,2,0.05,3,7,log2,5,"{'model__gb1__subsample': 0.9444444444444444, 'model__gb1__n_estimators': 6, 'model__gb1__min_samples_split': 4, 'model__gb1__min_samples_leaf': 1, 'model__gb1__max_depth': 2, 'model__gb1__learning_rate': 0.05, 'model__dt1__min_samples_split': 3, 'model__dt1__min_samples_leaf': 7, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 5}",0.6462909282342604,0.6668920055609056,0.6950890177899983,0.6694239838617214,0.02000202609169559,248
29.587199290593464,0.5609709165505573,0.581214427947998,0.05933310071857525,0.9722222222222222,47,10,5,2,0.5,5,8,sqrt,3,"{'model__gb1__subsample': 0.9722222222222222, 'model__gb1__n_estimators': 47, 'model__gb1__min_samples_split': 10, 'model__gb1__min_samples_leaf': 5, 'model__gb1__max_depth': 2, 'model__gb1__learning_rate': 0.5, 'model__dt1__min_samples_split': 5, 'model__dt1__min_samples_leaf': 8, 'model__dt1__max_features': 'sqrt', 'model__dt1__max_depth': 3}",0.8381552683058635,0.8192880827703137,0.8390334062029282,0.8321589190930352,0.009108113682363255,105
18.15378475189209,0.17151526591993763,0.48861344655354816,0.08086280241755807,0.9166666666666666,8,3,3,8,0.2,1,6,log2,6,"{'model__gb1__subsample': 0.9166666666666666, 'model__gb1__n_estimators': 8, 'model__gb1__min_samples_split': 3, 'model__gb1__min_samples_leaf': 3, 'model__gb1__max_depth': 8, 'model__gb1__learning_rate': 0.2, 'model__dt1__min_samples_split': 1, 'model__dt1__min_samples_leaf': 6, 'model__dt1__max_features': 'log2', 'model__dt1__max_depth': 6}",0.8257198516959694,0.8210806693805868,0.8259406537218952,0.8242470582661504,0.0022407888959961003,121
